1	15498
2	11133
3	6461
4	6171
5	4248
6	3009
7	2509
8	2321
9	2238
10	2137
11	2032
12	1799
13	1794
14	1295
15	1260
16	1205
17	1202
18	1192
19	1140
20	1128
21	1126
22	1067
23	1013
24	1012
25	1010
26	948
27	930
28	925
29	895
30	878
31	867
32	837
33	807
34	758
35	714
36	713
37	705
38	703
39	701
40	699
41	663
42	649
43	624
44	621
45	612
46	611
47	605
48	517
49	513
50	504
51	486
52	484
53	483
54	480
55	479
56	468
57	461
58	452
59	449
60	446
61	444
62	439
63	428
64	424
65	423
66	420
67	417
68	411
69	408
70	405
71	404
72	392
73	391
74	389
75	386
76	382
77	367
78	363
79	361
80	359
81	357
82	355
83	347
84	346
85	344
86	340
87	338
88	337
89	331
90	326
91	325
92	321
93	313
94	311
95	310
96	302
97	298
98	295
99	294
100	285
101	282
102	279
103	276
104	266
105	264
106	261
107	259
108	251
109	248
110	246
111	245
112	243
113	242
114	241
115	239
116	238
117	236
118	234
119	231
120	230
121	229
122	228
123	227
124	226
125	223
126	220
127	218
128	216
129	213
130	212
131	211
132	210
133	209
134	208
135	207
136	206
137	205
138	204
139	203
140	199
141	198
142	197
143	196
144	194
145	193
146	192
147	191
148	190
149	188
150	187
151	186
152	182
153	180
154	179
155	178
156	177
157	175
158	174
159	173
160	172
161	171
162	170
163	169
164	168
165	167
166	166
167	165
168	163
169	162
170	161
171	159
172	158
173	156
174	154
175	153
176	152
177	151
178	150
179	149
180	148
181	146
182	145
183	141
184	140
185	139
186	138
187	137
188	136
189	134
190	133
191	132
192	131
193	130
194	129
195	128
196	127
197	126
198	124
199	123
200	122
201	121
202	120
203	119
204	118
205	117
206	116
207	115
208	114
209	113
210	112
211	111
212	109
213	108
214	107
215	106
216	105
217	104
218	103
219	102
220	101
221	100
222	99
223	98
224	97
225	96
226	95
227	94
228	93
229	92
230	91
231	90
232	89
233	88
234	87
235	86
236	85
237	84
238	83
239	82
240	81
241	80
242	79
243	78
244	77
245	76
246	75
247	74
248	73
249	72
250	71
251	70
252	69
253	68
254	67
255	66
256	65
257	64
258	63
259	62
260	61
261	60
262	59
263	58
264	57
265	56
266	55
267	54
268	53
269	52
270	51
271	50
272	49
273	48
274	47
275	46
276	45
277	44
278	43
279	42
280	41
281	40
282	39
283	38
284	37
285	36
286	35
287	34
288	33
289	32
290	31
291	30
292	29
293	28
294	27
295	26
296	25
297	24
298	23
299	22
300	21
301	20
302	19
303	18
304	17
305	16
306	15
307	14
308	13
309	12
310	11
311	10
312	9
313	8
314	7
315	6
316	5
317	4
318	3
319	2
320	1
